pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GO_TAU_PROTEIN_KINASE_ACTIVITY,0.000638972859387646,0.108680526251026,0.477270815362862,-0.771815446339017,-2.28003534605003,6,ROCK1 ROCK2 PRKAA1 DYRK1A FYN GSK3A
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,2.33329917673414e-12,1.5306442599376e-09,0.898671232061694,0.86732220496375,2.20494160638647,47,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 RPL41 RPL36 RPS12 RPS28
GO_MANNOSYLTRANSFERASE_ACTIVITY,0.00278157294572902,0.230397775946609,0.431707695803346,-0.766917293233083,-2.10617023485221,5,DPY19L4 POMT2 TMTC1 SDF2L1 DPY19L3
GO_STRUCTURAL_MOLECULE_ACTIVITY,1.84571602629006e-17,2.42157942649256e-14,1.07686819261983,0.774716887753077,2.0476053054619,131,COL1A1 ACTG1 RPS2 RPLP0 FN1 EMILIN1 SPARC RPS3 LAMB1 RPL10 FBLN1 RPL7A RPS18 LAMC1 VIM RPL6 RPS5 PLEC RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A AHNAK TUBA1A COL6A2 RPL18 COL6A1 RPL5 RPL37A RPS3A CLTC RPS14 RPS25 COPA RPL23 AGRN COL6A3 RPL35 RPS24 RPL10A RPS15 ASPH NID1 TLN1 RPL27 RPS21 COL18A1 COL5A1 UBA52 FBN1 LAMB2 RPL41 RPL36 RPS12 RPS28
GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0011153493252281,0.162593146077697,0.45505986738723,0.83735678113682,2.01526455683128,23,MT-CO3 ATP5MC2
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,0.000108053754678004,0.0354416315343853,0.538434096309916,0.798972629739551,1.99048895344881,37,COL1A1 FN1 EMILIN1 SPARC LAMB1 FBLN1 LAMC1 COL6A2 COL6A1 AGRN COL6A3 NID1 COL18A1 COL5A1 FBN1 LAMB2
GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.00245484671402963,0.230054206343348,0.431707695803346,0.843717178489042,1.98502206852342,19,MT-CO3 ATP1B1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,0.000662686135676988,0.108680526251026,0.477270815362862,0.948773302098037,1.91753785994568,7,MT-CO3 NDUFA4
GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS,0.000612474149857152,0.108680526251026,0.477270815362862,-0.925388082123185,-1.91750250635772,3,DNASE2 GEN1 TSEN54
GO_ELECTRON_TRANSFER_ACTIVITY,0.00158720340192397,0.208241086332425,0.45505986738723,0.772968262722921,1.85536690956962,22,MT-CO3 LOXL2 ASPH AKR1B1
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH,0.00280972897495865,0.230397775946609,0.431707695803346,0.904341594537513,1.82773824054141,7,COL1A1 COL6A2 COL6A1 COL6A3 COL18A1 COL5A1
GO_PROTEASE_BINDING,0.00244045502535226,0.230054206343348,0.431707695803346,0.738936022228958,1.78734636035726,27,COL1A1 FN1 ITGA3 ITGB1 CLTC LRP1 TIMP2 ANXA2 MARCHF6 VCP
GO_NADH_DEHYDROGENASE_ACTIVITY,0.00241728464861908,0.230054206343348,0.431707695803346,0.896883688158756,1.76931025690193,6,MT-ND5 MT-ND6
GO_OXIDOREDUCTASE_ACTIVITY,0.000262025126322415,0.0687553931470017,0.49849310876659,0.653853064910401,1.71934509112518,96,MT-CO3 MT-ND5 FASN FTL DBH MT-ND6 SCD PDIA2 QSOX1 CYB561 LOXL2 PLOD3 ASPH PLOD1 ACADVL AKR1B1 FTH1 GSTP1
GO_RNA_BINDING,6.86883736915036e-08,3.00397154277509e-05,0.704975715167238,0.586109611235547,1.56929798970997,301,RPS2 RPLP0 FASN FLNA RPS3 RPL10 RPL7A RPS18 RACK1 HNRNPA1 VIM RPL6 GANAB RPS5 PLEC RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A AHNAK ILF3 EEF1A2 SERPINH1 RPL18 MYH9 RPL5 RPL37A RPS3A CLTC LRP1 RPS14 NEAT1 RPS25 RPL23 SFPQ HNRNPH1 ACTN4 RPL35 RPS24 RPL10A RPS15 GCN1 LGALS1 RTN4 RPL27 RPS21 UBA1 CCT3 SMARCA4 ANXA2 RPL41 EIF4A2 SNRNP70 PRPF8 TMSB4X RPL36 CKAP4 RPS12 RPS28 GRN ASS1 MARS1 EIF2S3 EWSR1 RAN HSPB1 SF3B2 H1-10 RRBP1 NOP53 VCP SRPRA LRPPRC PRMT1 EEF1B2 RBMX XPO1 WDR6 MAP4 DDX3X RCC2 HNRNPA0 RBFOX2 SRSF3 RNPS1 IMPDH2 SARS1 RALY RPL38 CPSF1 CTNNA1 SUPT5H CS KDM1A MACF1 EIF3G RPS23 MSI2 HNRNPAB TNPO1 GTPBP2 DAZAP1 FBRSL1 SNRPB DDX42 SRSF6 RANGAP1 NOP56
GO_CELL_ADHESION_MOLECULE_BINDING,0.00212740862357548,0.230054206343348,0.431707695803346,0.575847291245025,1.52214076831232,134,RPS2 FN1 FASN FLNA EMILIN1 LAMB1 RPL7A RACK1 ITGA3 RPL6 PLEC AHNAK MYH9 ITGB1 TIMP2 ACTN4 GCN1 RTN4 TLN1 PTPRF COL5A1 FBN1 LAMB2 CD81 ANXA2 DBN1 SEPTIN2 EIF2S3 RAN H1-10 CTTN CCN1 SCRIB CD46 TAGLN2 DDX3X ITGA5 DST VCL MMP14 CTNNA1 PRDX6 MACF1 NIBAN2 RANGAP1 NOP56 NECTIN1 CKAP5 CCN2 LRRC59 PRKCA SPTBN2 FLNB CD151 IQGAP1
